"number","lat","lon"
256,103.829977001375,1.28384500791232
257,103.842813002418,1.32231297895579
258,103.764869007062,1.33632401782669
259,103.854776006135,1.30975899721142
260,103.773039987989,1.34386298455144
261,103.89732200163,1.30017400290536
262,103.780245998799,1.31411501669973
263,103.810509002674,1.32834400830712
264,103.827057999456,1.32298701214919
265,103.84569099786,1.29225799342141
266,103.881706014162,1.33379800164764
267,103.83179800761,1.29075999254776
268,103.875615995335,1.33187400889662
269,103.887658999231,1.32177198800448
270,103.846609005448,1.29177800435869
271,104.001675008726,1.38340098971507
272,103.950168022101,1.32974601652478
273,103.858757994618,1.38594300243715
274,103.861459991791,1.38310499948583
275,103.963506003857,1.34740400583367
276,103.956225002141,1.33718398610323
277,103.855252008289,1.39030101988892
278,103.837572008652,1.38829201020433
279,103.952173012299,1.37868402178859
280,103.965636997663,1.36303900201943
281,103.919383992137,1.30848299814914
282,103.94687600443,1.32902900416768
283,103.875185997533,1.37949200292749
284,103.838825995108,1.38725001009072
285,103.914401992508,1.32500301174325
286,103.949047986876,1.32472798680362
287,103.882129005066,1.36092898756718
288,103.873847999194,1.39903502830064
289,103.807658003097,1.32671600556136
290,103.782814007566,1.32686097997825
291,103.862146001865,1.30410899340616
292,103.843838993634,1.29926400300755
293,103.847968006121,1.33057999366942
294,103.834956997814,1.29283999640308
295,103.78122199104,1.3157090147631
296,103.834364003112,1.35429099006295
297,103.781229998572,1.31295098590754
298,103.845882003067,1.29834300751732
299,103.847462000956,1.30449799629073
300,103.866978993095,1.30578700601773
301,103.851956991278,1.2868239938791
302,103.818222000624,1.27528100835684
303,103.920605001614,1.30316900590952
304,103.950772994504,1.3224530006075
305,103.960282983203,1.34438300662538
306,103.889831987144,1.367302019013
307,103.952377989422,1.37168999463144
308,103.953081982587,1.3274170012123
309,103.796399992559,1.32202599013522
310,103.830173997508,1.36101398325524
311,103.805479000604,1.32428998877263
312,103.844621998074,1.35106199585901
313,103.843547994579,1.34867398297342
314,103.835175010264,1.35015599579781
315,103.785060002552,1.33701100440066
316,103.805473991222,1.37730497383028
317,103.873050010599,1.32972099363571
318,103.858152000653,1.31148401066078
319,103.848860995111,1.29571699496852
320,103.806055991416,1.31910999951731
321,103.817665995097,1.32545199692878
322,103.788076003791,1.32228801135119
323,103.78083740117,1.37097156701338
324,103.847644002876,1.28146500698614
325,103.839569003072,1.3727180131601
326,103.857369999308,1.38830597203414
327,103.941093992579,1.37219001582779
328,103.948451009513,1.32162700448726
329,103.917655996762,1.31303499211434
330,103.944481988262,1.359264023047
331,103.987296000544,1.39122600073616
332,103.832391997745,1.37102098159919
333,103.924455991866,1.32010101002963
334,103.836146008453,1.3880540162578
335,103.950394989304,1.32385199809351
336,103.883569003858,1.34896701230879
337,103.87790599596,1.38544598318684
338,103.9456669951,1.37873299431662
339,103.837486998981,1.3806810080854
340,103.948689980155,1.36391499068087
341,103.860449992285,1.38405000123823
342,103.865743999885,1.38558901364397
343,103.98808900299,1.39064700115984
344,103.927926997004,1.31938000337146
345,103.884997993848,1.34607100763102
346,103.890364510014,1.36796366154687
347,103.989190007291,1.39017201315715
348,103.885954996071,1.35519602028456
349,103.903735985364,1.3916400007576
350,103.947489983993,1.32553400234434
